,def_pay
27006,0
17729,0
13144,1
25588,0
11605,0
7140,0
19221,0
22655,0
29118,1
5667,0
486,0
7508,0
26133,1
7235,0
2186,1
22996,0
7092,1
16526,0
4825,0
14828,0
14737,0
16476,0
3601,1
1917,0
25963,0
26500,1
4163,0
18430,0
12396,0
7856,1
8474,0
28806,1
28501,0
28642,0
26634,0
22106,0
19833,0
21410,0
21569,0
28314,1
5251,0
27895,0
4830,0
19855,1
286,0
1168,0
6161,0
2962,1
2443,0
1769,1
14961,0
14059,0
27602,0
11013,0
9769,0
21424,0
20376,0
18031,0
29968,0
312,0
9961,0
20925,0
6767,1
9071,0
15957,1
701,0
10545,0
21114,0
28802,0
15542,1
9719,0
9864,0
1462,0
4205,0
11933,0
3641,0
16726,0
18966,0
17934,0
16525,0
29511,1
3604,0
1961,0
11527,0
17350,0
17068,0
14670,0
17475,0
625,0
13232,1
6837,1
29848,1
14511,0
1550,1
9284,0
18052,0
13319,0
25703,0
9309,0
18929,0
6077,0
6829,1
6531,0
29010,0
13607,0
11239,0
28260,1
27882,0
4319,0
24312,0
11331,0
19623,0
24938,1
2498,1
9704,0
23935,0
25600,0
5450,0
24980,0
25606,0
4467,0
26307,1
16488,0
16451,1
26291,0
4294,1
3755,0
9923,0
27045,0
29008,0
20056,0
10184,0
28823,0
20629,0
10562,0
14590,0
17440,1
15158,0
29726,1
14524,0
407,0
27495,1
21348,0
11413,0
10290,0
22252,0
12474,0
24162,0
4847,0
26798,0
12828,0
426,1
20066,0
26672,0
17620,0
5418,0
27728,0
28142,0
8163,1
11134,0
21871,0
14343,0
16005,0
27489,0
8317,0
2387,0
11861,0
11837,1
15683,0
22754,0
27038,0
18067,0
10717,0
1897,0
6639,1
370,1
15008,1
14880,0
12229,0
11221,0
9809,0
7171,0
20909,0
8351,0
700,0
17592,0
610,0
22392,0
22098,0
27061,0
3004,0
4110,0
14295,0
14927,1
26304,0
19793,0
11920,0
12085,1
20346,0
8483,0
15592,0
21653,0
637,0
7557,1
3487,0
25384,1
26140,0
12842,0
4738,1
21989,0
16571,0
29845,1
23566,0
11975,0
26329,0
11563,0
6354,0
16655,0
1834,0
14374,0
24548,0
20506,0
22269,0
17942,0
27446,0
26209,0
23806,0
7588,0
25274,0
15876,0
24651,0
21652,0
15960,0
26511,0
19081,0
29877,0
8003,0
7760,1
20762,0
17495,0
14354,1
26992,0
13088,0
11192,0
12077,0
9042,0
22624,0
25766,0
14308,0
3100,1
2003,1
4094,0
17698,0
24513,0
2636,0
12970,0
22463,0
18135,1
2033,0
25265,0
7347,0
17737,1
12784,1
25558,0
18977,0
5086,0
26214,0
5944,0
19802,0
28687,0
12831,1
4792,0
16762,1
1647,0
14785,1
13359,0
8203,0
12034,0
3854,0
2912,1
4428,0
15800,0
8334,0
10529,0
25412,0
8103,0
3922,0
8970,0
7307,1
13358,0
26065,0
29475,0
11553,0
23271,0
14479,0
1484,0
19959,0
21233,0
12607,0
18348,0
27603,0
23422,0
25896,0
16191,1
25685,0
8016,0
20727,0
19838,0
26078,0
1730,1
27513,0
940,0
22075,0
27634,0
3042,0
6137,1
21752,0
13040,0
29432,0
11452,1
24789,0
28236,0
9764,1
1191,0
5739,0
14328,1
9830,0
16220,0
8914,0
13241,0
24000,0
23529,1
6996,0
8402,0
9842,1
26662,0
11327,0
16360,0
1570,0
1742,0
27763,0
21524,1
10210,0
18152,0
14146,0
25405,1
12333,1
15467,0
2043,1
21950,1
16278,0
214,0
3653,0
25744,0
18705,1
15750,0
7352,0
10969,0
11678,0
13696,0
319,0
29405,0
2182,0
17596,0
27078,0
23001,0
19036,0
25481,0
5664,0
24950,0
6070,0
7533,0
15821,0
28710,0
23145,0
27155,0
5638,0
21848,0
17763,0
4626,0
27815,0
23523,0
17283,0
28508,0
24534,1
9935,0
27561,0
9592,0
23815,0
564,0
22973,1
15862,1
1539,0
22662,0
26407,0
2263,0
9535,0
18451,0
2624,0
21851,0
23150,0
9352,0
12095,0
12966,1
14235,0
18452,0
16975,0
27245,0
28725,0
14460,0
10974,0
6060,0
1717,1
309,0
16871,1
17184,0
15063,0
13383,0
5497,0
26474,0
7339,1
80,0
12255,1
2895,1
17389,0
13741,1
11175,0
3189,0
18737,1
16236,0
1215,0
5512,1
8818,0
23391,0
18599,0
28967,0
19868,0
23780,0
24036,0
27256,0
7873,0
28253,0
956,0
348,0
25555,0
8518,0
27690,0
3128,0
4634,0
10245,0
18979,0
21097,0
19858,0
12221,0
22369,0
6126,1
19669,0
19254,1
12660,0
18064,1
8922,0
1006,0
11153,0
227,0
6556,1
431,1
16732,0
21814,0
12623,0
27064,0
11078,1
29201,1
15836,0
21158,0
22874,0
26489,0
22259,0
15348,0
641,0
18455,0
9521,0
5813,0
15726,1
14813,0
18848,0
27344,0
12818,0
17215,0
25309,1
9228,1
3687,1
4323,0
16645,0
26595,0
19104,1
23036,0
13289,0
22158,0
7206,0
19027,0
13787,0
20654,1
7909,0
22105,0
22673,0
22211,0
1560,0
14979,1
5007,0
15165,0
15242,0
29270,1
14966,0
23357,1
26084,0
2540,0
15210,0
27977,0
15501,0
16251,0
12158,0
23457,0
9565,0
29617,0
901,0
491,0
5644,0
13626,0
28692,0
8037,0
46,1
3021,0
16518,0
3041,0
8107,0
19327,0
16279,0
8095,0
12160,0
16509,1
846,0
25639,0
11891,0
22453,0
13356,0
8868,0
28984,1
20466,0
21129,0
16283,0
26989,0
13700,0
13072,1
26367,1
23918,1
16611,0
14180,0
9214,1
17839,0
11562,0
29038,0
4713,0
14729,0
23444,0
22599,0
4711,0
19907,0
8434,0
28491,0
13558,1
16101,0
23830,0
8015,1
7260,0
11179,1
4465,0
2703,0
5941,0
6846,0
17733,0
26890,0
26768,1
22018,0
29213,1
10300,0
1494,0
6273,0
4466,0
21632,0
206,0
22608,0
28511,0
8736,1
8469,1
17189,1
17468,0
23788,0
9816,0
6990,0
14208,0
13143,0
5957,0
3242,1
20240,0
1964,1
23337,0
11912,0
3458,0
12061,0
15001,0
24418,0
10232,1
28095,0
21703,0
11781,0
7052,1
2570,0
29938,0
19895,1
7320,0
26742,0
15224,0
27704,0
19657,0
22037,0
17700,0
29315,0
2264,0
3009,1
20822,0
20073,0
8013,0
23019,1
15311,0
16919,0
4752,1
5791,0
7122,1
13082,1
3560,1
18314,0
19761,1
18284,0
11172,0
8339,0
29692,0
20805,1
23585,0
11699,0
18578,0
18083,0
9166,1
29841,0
23020,0
2574,0
10887,0
28199,0
14515,0
13300,1
13221,0
14867,1
20666,0
14322,0
28589,0
21476,0
5836,0
19774,0
7452,1
13007,0
11248,1
9404,0
20137,0
18589,0
5947,0
18566,0
5285,0
28152,0
1628,0
14377,0
4024,0
14786,1
15424,1
9571,0
13755,0
27266,0
18614,1
13705,0
3819,1
15278,0
8377,1
17179,1
13784,0
28048,0
24479,0
24591,0
13135,0
26050,0
1432,1
23728,0
7876,1
7993,0
16979,0
6445,1
9165,0
8337,0
13669,0
7820,0
28289,1
4971,0
25075,0
164,0
14735,0
12805,0
6315,1
3877,0
1154,0
14934,0
14959,0
1412,0
15617,0
1417,0
20475,1
22705,0
29992,0
8619,0
19849,0
307,0
23600,0
16282,0
29481,0
9252,1
20134,0
20999,0
683,0
28435,0
18055,0
6512,1
8569,0
5569,0
1595,0
3946,0
14667,0
6207,0
15488,1
2081,0
10327,0
19562,0
4311,0
9151,1
14055,0
8061,0
21507,1
28313,0
21731,0
12366,0
8987,1
308,1
8237,0
19542,0
27954,1
13347,0
8267,0
26092,0
17950,1
13981,0
2378,1
11281,0
7344,0
11299,1
10824,0
26780,0
28487,0
15245,0
24440,0
23458,0
29942,1
5503,0
7077,0
21945,0
16438,1
3586,0
20024,0
22184,0
360,1
25901,0
2508,0
24399,0
24554,0
8600,1
8360,0
18910,1
4161,1
7784,1
28044,0
3993,1
18308,0
5998,0
6888,0
25285,1
26427,0
16443,0
29763,0
8601,0
15987,1
14543,0
12101,0
9104,0
21627,0
6391,0
15102,0
9125,0
24165,1
8575,0
8874,0
17610,0
27650,0
13384,0
22138,0
13776,1
12920,0
7503,1
827,0
23278,0
12658,0
22577,0
18262,0
382,0
5342,0
19397,0
2634,1
9979,1
15877,1
29918,0
24041,1
12325,0
18442,1
19224,0
28168,0
17060,1
9308,0
10625,0
26043,1
29221,0
8644,0
15896,1
15637,0
9509,0
25895,0
16006,0
19917,0
23125,1
11601,1
12988,0
21643,0
20476,0
11729,0
900,0
345,0
1983,1
24498,0
1289,0
12343,0
13047,0
14510,0
11477,1
26953,0
7796,0
1822,0
2092,0
2558,0
24951,0
10188,1
19056,0
24931,0
8913,0
1777,1
18559,0
12289,0
26590,0
10690,0
21430,0
2156,1
13527,0
1848,0
26939,0
14229,0
16970,1
18792,0
3467,0
22449,0
24580,1
9012,0
26181,0
2507,1
22217,0
26806,0
11707,0
2007,0
3731,0
10687,0
8177,1
552,1
28256,0
11366,0
28024,0
2653,0
20806,1
26704,0
24928,0
23814,0
21445,0
29977,0
3777,0
20386,0
20966,0
10070,0
29112,0
24750,1
6984,1
21027,1
4798,0
23704,1
22420,0
18646,0
7476,1
23679,0
24596,1
12418,0
19015,0
22745,0
3691,0
19447,0
16742,0
28010,0
28857,0
9495,0
9267,0
6262,0
27004,0
7964,0
15500,1
23400,0
5690,1
8784,0
17916,1
27192,1
23987,0
4271,0
28704,0
20819,1
22031,0
7427,1
11223,0
29700,1
684,0
4747,0
7847,0
18346,0
29301,0
12183,0
28883,0
21715,1
24955,0
14150,1
1243,1
18129,1
21245,0
15669,0
13229,0
15763,0
12409,0
11420,1
26620,1
4953,0
17870,0
21543,0
9326,0
16403,0
5241,0
14863,0
9208,0
9077,1
11016,0
24615,0
29928,0
13396,0
8861,0
26746,1
29986,0
24735,0
6162,0
17147,0
10537,0
1382,0
22744,1
178,0
2063,0
25675,0
22291,0
4482,0
268,0
7485,1
3227,0
18082,0
20703,1
2784,1
20097,0
23346,0
18697,0
2679,0
19990,0
5360,0
6503,0
21756,0
8688,0
1549,0
13129,0
12167,0
15966,0
5858,0
12820,0
8989,0
11621,1
27877,0
22083,1
13207,0
10134,0
10238,0
13118,0
19904,0
5020,0
22203,0
27094,0
16548,0
21346,0
26375,0
6954,1
26504,0
27050,0
24779,0
571,0
16156,1
28372,1
10027,0
29607,0
119,0
26869,0
26927,0
7469,0
6078,1
24245,0
2127,0
19444,0
20398,1
8073,0
9800,0
23279,0
7824,0
12361,0
11716,1
10439,1
12514,0
4364,0
12551,0
18654,1
5691,0
5153,0
3185,1
10050,0
3174,0
18209,0
2324,1
19235,0
10972,0
28616,0
133,0
11893,0
18921,0
27627,1
709,0
12732,0
18679,0
20502,0
26604,0
14736,0
778,1
686,1
16894,1
17438,0
9258,0
22758,0
25383,0
10573,0
21644,0
11462,1
3270,1
26980,0
28920,1
27204,0
29591,0
17702,0
29089,0
25686,0
28286,1
24627,0
6533,0
29684,0
28733,0
8528,0
3925,0
28431,0
2455,0
11790,0
10604,0
21971,0
6395,1
11792,0
18193,0
13554,0
17055,0
12923,0
15900,0
15280,0
15766,0
17511,0
13287,1
11865,0
6862,0
25232,0
3699,0
19151,0
19839,0
21072,0
29278,1
29279,0
4849,0
8547,0
28746,0
7100,0
2291,0
21443,0
4076,0
15035,1
19572,1
10008,1
20174,0
18105,0
18546,0
14965,0
25844,1
23951,0
22604,0
28509,0
16926,0
20607,0
8581,0
563,0
5127,0
3250,0
5103,0
28101,0
8595,0
25539,0
14844,0
5917,1
14843,1
24321,0
3132,1
17559,0
13079,1
24374,0
11777,0
7330,0
16155,1
22728,0
18091,0
18078,0
25819,0
634,0
27866,0
7471,0
1916,0
22111,1
28711,1
16850,0
17410,0
11681,1
18742,0
19272,0
5207,0
6619,0
2705,0
8849,0
15863,0
8047,0
22333,0
9084,1
6532,0
20337,1
3571,0
10957,0
930,0
16679,1
19593,0
18503,0
25653,0
21396,0
3557,0
26439,0
17978,0
29746,1
22868,0
11956,0
6200,0
16511,1
11227,0
21014,1
3483,1
27021,0
29811,0
19998,0
11648,0
13603,1
27154,1
26118,0
28520,0
19276,0
4527,1
15239,0
5620,0
2245,0
29077,0
4835,0
24502,0
26311,0
10853,1
12092,0
1487,0
13595,0
4762,1
18661,0
19918,0
12341,0
18123,0
28213,0
6087,1
170,0
2048,0
11531,0
22048,0
21317,1
22270,0
620,0
22224,0
2359,0
24822,0
26177,0
29185,0
1930,0
4699,0
1513,1
16740,1
499,0
21766,0
23524,0
20644,1
3212,0
167,0
28238,0
3889,0
2575,0
4479,0
9273,0
22047,1
5912,1
6762,0
23994,0
26049,0
7788,1
4771,0
17301,0
12337,0
14224,0
4832,0
23299,0
16412,0
34,0
7877,0
22297,0
9806,0
21022,0
26200,0
1054,0
3221,0
21705,0
396,0
13713,1
15790,0
24641,0
13029,1
10366,0
20300,0
14158,1
18940,0
10981,0
25735,0
12772,1
2484,0
25831,0
20616,0
10679,0
22386,1
17232,1
24421,0
17597,0
27363,0
17830,0
4526,1
2404,0
12349,0
7535,1
204,0
6006,1
7187,0
20919,1
1715,0
1327,0
2038,0
9655,0
29568,0
26302,0
22367,0
14498,0
29036,0
5506,0
1286,0
12684,0
16111,0
25275,1
20106,0
3368,0
12946,1
6065,0
8461,0
11214,0
869,0
8666,1
7176,0
1720,0
13777,0
16748,0
14812,1
1738,1
9093,1
26550,1
25676,0
26003,0
29040,0
7003,0
17415,1
4451,1
17314,0
21885,1
29985,0
15261,0
9320,0
22169,0
18608,0
10926,0
1254,0
24915,1
19160,0
7582,1
15041,0
23841,0
3814,0
11582,0
7791,0
25399,0
6793,0
3402,1
26568,0
17401,0
25385,0
13239,1
27478,0
5312,0
9808,0
12365,0
13544,0
24901,0
6473,0
9445,1
26881,0
18938,0
23311,0
4310,0
14648,0
20193,0
24972,0
7722,0
12774,1
13606,0
13988,0
28846,0
3738,1
1119,0
12364,0
15949,0
9577,0
23887,0
28328,0
24360,0
6928,0
15039,0
2352,1
25717,0
14514,0
8353,0
28480,0
18982,1
14895,0
3217,0
8312,0
22937,0
27246,0
23209,0
6972,0
3577,1
27907,0
3863,1
2978,0
29499,0
6465,0
23220,0
8224,0
28989,0
6159,0
1740,1
24097,0
26279,0
12435,1
17547,1
27063,0
25791,0
13008,0
26138,1
4652,0
8862,0
21801,0
24135,1
16052,1
9786,0
27255,0
19389,1
8001,0
29194,0
29862,1
3908,0
17313,0
5952,0
19771,0
21841,0
22882,0
6355,0
20206,1
27341,0
9986,0
29320,0
17477,1
28302,0
19138,0
3321,0
23238,0
20952,1
12891,0
15095,1
16929,0
23618,1
23968,1
12726,0
25105,0
3587,0
5240,0
11002,0
11113,1
3788,0
20427,1
10059,0
14166,0
5930,1
4788,0
1877,0
9767,0
9338,0
11843,0
29163,1
10653,0
8254,0
12363,0
19989,0
2975,0
20960,0
15938,0
22866,0
7016,1
18245,0
13185,1
14013,1
21821,0
2928,0
27286,0
3322,0
7899,0
23804,0
27206,0
7940,0
18497,0
21768,0
20963,0
22043,0
29547,0
20088,0
25883,0
22327,0
13769,0
10200,0
5404,1
7473,0
5633,0
22240,0
27152,0
5839,0
10138,1
1325,0
4435,0
17598,1
13641,0
27406,0
25760,1
4012,0
17183,0
11433,0
4928,0
19469,0
20052,0
8709,0
22276,1
16375,1
13643,0
17760,0
21216,1
11504,0
9391,1
26284,1
7610,0
12859,0
295,0
19291,1
14116,0
28233,0
20327,0
1753,0
3222,0
15787,0
689,0
16309,0
23496,0
10928,1
2152,0
19274,0
14397,1
11000,0
10775,1
15420,0
11665,1
6770,0
16641,0
22444,1
15037,0
18969,0
23639,0
9971,0
28250,0
1923,0
14987,0
9426,0
10025,1
29710,0
29230,0
15105,0
15989,0
5458,1
2005,0
21700,0
15798,0
2628,0
13335,1
23408,0
23054,0
4112,0
704,0
2154,0
4048,1
4863,1
14860,0
14330,1
12075,0
24741,0
12436,0
29504,0
15023,0
29044,1
5351,0
28698,0
26383,0
22019,0
16947,0
9250,0
4475,0
12578,0
9485,0
4248,0
14494,0
21740,1
6182,1
22262,1
1324,0
1705,1
1552,0
2489,0
7558,0
6041,0
1142,0
24105,0
15747,0
5882,0
1870,0
19865,0
18319,0
23561,0
23813,0
25435,1
12625,0
12504,0
8659,0
10964,0
26646,0
17281,1
29635,0
15819,0
8882,0
12552,1
13992,1
28066,0
16133,1
22975,0
15461,0
18709,1
16033,1
29434,0
10473,0
29199,0
27951,0
18842,0
23367,0
7699,0
6230,0
24068,0
27741,0
17750,0
22787,0
1878,0
15661,0
28362,0
14002,0
28252,0
26346,1
10413,0
29271,0
2366,0
456,0
18619,0
8517,0
5895,0
15847,0
28767,0
19209,0
15986,0
3324,0
23773,0
3515,0
25544,0
19929,0
21086,0
6722,0
19443,0
24078,0
15524,0
597,0
8449,0
336,0
2051,0
25140,0
655,1
9932,1
10798,0
27553,1
13353,0
23846,0
3034,0
26066,0
5586,0
3643,1
10038,0
28443,0
24384,0
7762,0
19220,1
21983,0
16646,0
9620,0
14337,0
27195,1
13841,0
25042,0
21255,0
17095,0
25457,1
24957,0
13898,0
10936,1
13684,0
22283,0
22854,0
5534,1
23909,0
5850,0
330,1
18684,0
23790,0
13530,0
7623,0
18253,0
14595,0
8930,0
27451,0
22988,0
10729,1
12074,0
607,0
4003,0
226,0
26681,0
28774,0
4607,0
25619,1
26011,0
27615,1
14029,0
9548,0
9515,0
15189,1
23827,1
19968,0
9184,1
17194,0
18289,0
20210,1
20558,0
15191,0
7032,0
24539,0
2417,1
9636,0
17376,0
1151,0
14831,0
3682,0
4827,0
10251,1
10764,0
8332,0
17651,0
8582,1
589,0
23038,0
6604,0
17552,0
17812,1
12982,0
24424,0
3380,0
24560,0
5648,0
6987,0
9340,1
26574,0
15048,0
27305,0
14297,0
8188,0
1092,0
18404,0
28087,0
15262,0
2714,0
17453,0
1350,0
24392,1
23706,0
16647,0
26110,0
26558,1
3953,0
4935,0
195,1
29941,0
331,1
21654,0
7192,1
18861,0
2500,1
26653,0
28659,0
20072,0
4115,0
6164,0
22826,0
28111,0
18680,0
28055,0
7531,1
9684,1
17604,0
4063,1
25581,0
24280,0
14304,0
26036,0
1029,1
23967,0
4343,0
29256,0
7918,0
2724,0
22099,0
13076,0
823,0
19018,0
1935,0
27733,0
13355,0
12655,1
8425,0
15478,0
7391,0
10508,0
1478,1
11506,0
1650,0
20274,0
10022,0
18855,0
10122,0
16311,0
21439,1
18856,1
15399,0
10073,0
13612,0
16260,0
10547,1
29828,1
4606,1
11312,0
18894,0
27670,1
23023,1
24337,0
28047,0
25276,0
29055,0
6015,1
22175,0
22968,0
21529,0
23613,0
14489,0
15032,1
3308,0
22079,0
6437,0
4529,0
12653,0
2100,0
5842,0
29120,0
7433,1
25926,0
1502,0
27731,0
28400,0
5412,0
5415,0
24450,1
10646,0
20230,0
28601,0
14568,1
21108,1
25950,0
24268,0
25522,0
10239,0
24855,1
19131,0
22263,0
22,1
18428,0
24693,0
3533,1
2126,0
8655,0
13363,0
9270,0
12048,0
29355,1
1527,0
17489,0
10930,0
4960,0
28878,0
3351,0
11887,0
16840,0
26854,0
4898,1
8060,0
8770,0
20046,0
11446,0
29329,1
2626,0
7397,1
1248,0
24823,0
13036,0
22926,0
24159,0
14940,0
11040,1
15951,0
21655,0
4360,0
9729,0
2119,0
11881,0
23321,0
28903,0
11523,0
20201,0
26373,0
2044,0
23314,0
1688,0
25537,0
26030,0
14050,0
8154,0
26354,0
22839,0
19544,0
16481,0
2615,0
338,1
13581,0
12442,0
6876,0
13220,0
23810,0
1846,0
5407,0
9335,0
8083,0
25734,0
16041,0
6224,0
17995,0
9644,0
1565,0
16302,1
23961,1
9035,0
8212,0
3056,0
15204,0
2816,0
18611,0
28468,0
1293,1
28952,0
21810,1
5831,1
21879,0
17135,0
17984,0
20481,0
5076,0
7655,0
16955,0
7855,0
1536,0
13206,0
12215,0
6277,1
9756,0
7954,0
494,1
12051,0
20571,0
18248,0
21771,0
40,0
22810,0
14268,0
1273,0
21415,0
5016,0
8578,1
5966,0
18743,0
17085,1
13030,0
26695,0
15186,0
14728,1
2749,1
25524,0
8570,0
8513,1
14553,1
9492,1
3138,0
11102,0
99,1
15332,0
13380,1
18088,0
2625,0
26651,1
11224,1
12890,0
28147,0
13844,0
1853,0
26405,0
14855,0
27786,0
16542,1
24119,0
7275,0
28378,0
18464,0
14562,1
10319,0
19631,0
27805,0
22986,0
29799,1
18519,0
2933,0
24395,0
16807,1
11084,0
11882,0
9217,1
20033,0
24981,0
25843,0
29280,0
12877,0
21924,0
12027,0
9238,0
19707,1
12258,0
25855,0
22712,0
26423,0
7970,0
21370,1
25127,0
13445,0
5786,1
16474,0
19869,0
12476,0
27914,0
25805,0
422,0
8673,0
11631,0
25553,0
27989,0
28459,1
12282,0
29541,0
23211,0
27053,1
3180,0
20975,0
19970,0
29253,0
22692,1
12535,0
14609,1
5189,0
7203,0
20231,0
20705,0
10030,0
1678,0
4396,0
10888,0
29818,0
5677,0
19028,0
9682,0
16554,1
27381,0
10899,0
23630,1
11443,0
2273,0
18115,0
11275,0
21526,0
20315,0
23775,0
24210,0
6348,1
23379,0
9380,0
15449,0
421,0
29548,1
16608,1
24416,0
15914,1
10305,0
28119,0
21059,1
21182,0
5476,0
4106,0
21936,1
1612,0
12500,0
20151,1
14216,1
3294,0
1636,0
5340,0
12635,0
9362,0
28766,0
20608,0
14004,0
19313,0
20860,0
10477,0
20603,1
6966,0
11797,0
4177,0
10298,0
2524,0
17474,0
24320,0
22982,0
7809,0
29451,1
1039,0
3638,0
26441,1
27003,0
13081,1
29653,0
24411,0
957,1
20322,1
2112,0
9742,0
26868,0
5780,0
16723,0
19708,0
25400,1
17259,0
11147,1
12073,0
9173,0
10060,0
817,0
29307,0
13308,0
16361,0
27781,0
9455,0
10476,1
14571,0
5010,0
22261,0
29212,0
10383,0
9378,0
10268,0
4916,0
24653,0
26324,1
21772,0
6660,0
17728,0
28465,1
11758,0
22324,0
13917,0
9879,0
3676,0
10252,0
18911,0
26738,1
1644,1
18242,0
15021,0
14675,0
23232,1
16312,0
26981,0
16797,0
4252,0
23067,0
9736,0
29487,0
2304,0
9424,1
4691,0
29720,0
10201,0
22578,0
24661,0
21471,0
22219,0
22320,0
28936,0
18435,0
1429,0
4732,0
10657,0
11250,1
25044,0
24907,1
18474,1
11253,0
27888,0
8594,0
4558,1
16187,0
19292,0
8250,0
29360,1
3346,1
11064,0
471,0
16750,0
18417,0
784,1
11034,1
8948,1
14142,0
13184,1
23647,0
19624,0
1303,1
4234,0
19510,1
21679,0
2542,0
8216,1
9574,0
21981,1
5320,0
3783,0
4618,0
11501,0
21041,0
250,0
22486,0
22380,0
27059,1
21785,0
9955,0
8014,0
19199,1
20268,0
7236,0
25173,0
2664,1
7599,0
10937,0
7705,0
8274,0
5018,0
8561,0
27215,0
2294,1
1739,0
29245,0
16995,0
19169,0
11532,0
26154,0
24237,0
24420,0
11479,0
3569,0
18935,0
11166,0
16048,0
29612,1
20256,0
9447,0
27483,0
19844,0
13913,0
3305,0
3171,1
5940,0
7197,0
2311,0
13034,0
8294,1
27430,1
19853,1
25530,1
2173,0
26725,0
23231,0
2116,1
18092,1
9674,1
24104,0
16923,0
18201,0
17080,0
27630,1
22931,0
17747,0
17012,0
18272,0
4793,0
27853,1
8055,1
24014,0
4962,0
17399,0
2107,0
18425,0
28163,0
8143,0
6124,0
12771,0
9244,0
19247,0
11144,0
13188,1
24464,0
8151,0
1306,0
2333,0
20314,1
16942,1
17603,0
21902,0
27343,0
10488,0
13975,0
5111,1
19888,0
21784,0
14435,0
26644,1
13539,1
8729,0
4554,1
26224,0
3911,0
5043,0
27328,1
24691,0
14752,0
20655,0
29698,0
2328,0
19005,0
15824,0
17659,0
11057,0
3254,0
19358,0
17837,0
28845,0
29613,0
7657,0
24272,0
25874,1
21681,0
4813,0
19168,0
20407,0
29666,0
20732,0
9123,1
19594,0
29584,1
6318,1
25977,1
4089,1
12754,0
12251,0
3054,1
22764,0
3476,1
11117,0
7491,0
15673,0
24053,0
8164,0
21494,1
29550,0
12672,0
475,0
2740,0
13103,0
11205,1
8176,0
10809,0
9838,1
6423,0
18357,0
18054,0
13697,0
7281,0
14066,0
21116,0
23982,0
29867,0
19387,1
5438,0
3178,1
23747,1
5352,0
6813,0
6064,0
27271,0
4990,0
14015,0
7650,1
24893,0
11547,0
12595,0
29946,0
3323,0
15636,0
22797,0
21748,0
26432,0
7445,0
26207,0
311,0
19330,0
24383,0
9106,1
23076,0
23645,1
27867,0
7389,0
9622,0
24679,1
10727,0
18194,0
15006,0
6214,0
2932,0
29756,0
15237,0
5446,0
1472,0
15372,0
11712,0
2577,0
1066,0
6893,1
14897,1
21363,0
25912,0
7996,0
2501,0
6268,1
139,0
22318,0
15427,1
11517,0
24753,0
12066,1
6865,0
20937,0
21197,0
29209,0
24482,0
20486,0
12646,0
4673,1
5321,0
66,1
8760,0
27100,0
25293,0
16457,0
26516,0
20510,0
21869,0
14111,0
28115,1
22436,0
1979,1
13793,0
12722,0
26831,0
28219,0
24442,0
19694,0
22239,0
21065,0
10011,0
25030,0
21330,1
11403,0
3052,0
22536,1
9337,1
10739,1
13227,0
29346,0
6115,0
18505,0
7532,0
29637,0
24003,0
3278,0
26678,0
9514,0
19914,0
9755,0
28464,0
3144,0
20325,0
8940,0
29115,1
22190,0
21480,1
4740,0
18481,1
26907,0
24398,0
18510,0
9379,1
11657,0
27973,0
29551,0
112,0
28730,0
3624,0
16083,0
29515,1
20077,0
22058,0
21838,1
9912,0
6308,0
373,0
11287,0
24400,1
19806,0
27497,0
15950,1
28145,0
2818,0
17222,0
9716,0
22376,0
22038,0
1641,0
6710,0
27474,0
23419,0
21876,0
25019,0
10407,0
15834,1
17705,0
5274,1
7083,0
19156,0
8391,0
10556,0
15395,0
2024,0
7710,0
29151,1
16610,0
5520,0
6140,0
16920,0
17322,0
4731,0
10020,0
14629,0
6417,0
2029,1
22034,0
12390,0
5272,0
6307,0
26101,0
8375,0
11249,0
24945,0
19471,1
14475,0
11306,0
2494,1
25021,0
11748,0
10143,0
21615,0
20834,0
15825,0
19125,0
12145,0
6313,0
13370,1
26527,0
14141,1
17247,1
1714,0
14918,1
16568,0
4799,0
26294,1
7968,1
11438,0
6814,0
1171,0
14026,0
22620,1
19920,0
4994,0
722,0
19099,0
28266,0
18534,0
6497,0
27715,0
12804,0
1677,0
12444,1
13796,1
13131,0
7546,0
11257,0
19097,0
1198,1
22247,1
4589,0
9953,0
10643,0
20815,0
23318,1
9922,0
21796,0
23604,0
7916,0
15419,0
2684,1
12195,0
4748,0
6187,0
4911,0
12309,1
19344,1
14745,0
2856,0
19514,0
1083,1
340,0
24926,1
15070,0
5331,0
19741,0
16420,0
22772,1
26119,1
20848,0
14282,0
23030,1
27625,0
8283,0
9163,0
335,0
11163,0
20312,0
12758,0
14027,0
25663,0
4518,0
10997,0
7741,1
15709,0
6745,0
3461,0
1838,0
2068,1
17684,0
11674,0
11905,0
19408,1
29716,1
4571,0
2892,0
7406,1
22488,0
15657,0
24055,0
29711,0
10694,0
11468,0
10927,0
10026,0
2744,0
3647,0
21392,1
2845,0
27749,0
29812,0
29458,0
13003,0
27541,0
384,0
10828,0
29784,0
582,0
22775,0
24612,0
29597,0
3122,0
7675,1
12523,0
26025,0
23235,1
6217,0
18804,0
16806,1
22181,0
4531,0
16665,0
14458,0
29062,0
11154,0
11875,0
3504,0
27593,0
16445,0
11209,0
26193,0
7793,0
25377,1
3496,0
2646,1
6145,0
20555,0
5143,0
15090,0
23901,0
23863,1
11717,1
8002,0
6998,0
20133,1
4499,0
2946,0
5905,1
20512,0
4249,0
22186,0
14687,0
609,0
24008,0
29566,0
645,0
5989,0
24273,0
24221,0
2037,0
22884,1
15101,0
7750,0
